,X,Y
0,-5.291967331724475,6.935477373716783
1,-3.801548790023484,8.056834802762337
2,-3.7918880723521484,8.021626113507006
3,-5.163766754143639,6.574568500756703
4,-5.4236946465808975,9.30692854648013
5,-5.16985101286908,6.657559857802943
6,-4.166426638730413,10.070036574986293
7,-4.932904830828652,7.806524042476518
8,-5.325770447553392,7.281344973273964
9,-3.7974130142587996,9.195778319718883
10,-5.12682293569672,6.988702796827204
11,-4.80911965726247,8.138558316894967
12,-3.8688734054876868,9.114960342813108
13,-4.139670627003628,9.44546224075205
14,-5.587079490421087,6.009218824925693
15,-4.790218378432325,8.24497649335968
16,-5.10236806743573,7.348403076819377
17,-6.834612243860187,8.417660124344714
18,-7.37623006366746,7.411519687905949
19,-5.920063128937844,5.487129144476365
20,-4.830042194699867,8.114538941753292
21,-5.0162096423747435,7.495456568011783
22,-5.492956411616005,9.417973137895256
23,-6.678401120539589,8.326311655966979
24,-6.083756389676464,7.775727739692115
25,-4.275361614392891,8.29149217863165
26,-5.31659568468848,9.422862314279556
27,-5.564666318203185,7.21036676589836
28,-3.8684621051743298,6.893293622294655
29,-4.4393567158397556,7.798484934028155
30,-5.911563733361512,10.260198371573559
31,-4.828084147443095,8.506309457030982
32,-5.28386185083353,7.5005181114108606
33,-5.143412967738172,7.444721041966531
34,-6.285940350829606,8.885930266369932
35,-3.9877382943905753,7.451024063126003
36,-5.858751160936007,6.564069482143237
37,-5.112737873715372,7.867091378604395
38,-4.466885840590064,6.893845016726263
39,-4.731362359978963,8.718850762919
40,-4.890552420773954,6.169819978018285
41,-4.126394130664265,9.574474696659234
42,-4.552154855420889,7.2227359516411065
43,-5.70642220761232,8.482236508980764
44,-4.181028466438698,8.446804935037408
45,-4.064063705092309,7.48453016644696
46,-6.117877713407493,6.488272581270171
47,-5.797407086228612,7.3686763350383995
48,-5.535495438552794,10.776853349725702
49,-5.5235078729718685,8.08022895837905
50,-4.970885165786702,6.95225647447206
51,-6.189621250809617,6.526047630932982
52,-4.2794573113782715,7.9046783534495075
53,-4.993519854618334,9.018455286052621
54,-4.013960340465256,5.617456775711414
55,-5.682174914748541,9.085574735137431
56,-5.7481227125571595,6.8144239008603416
57,-6.601017620109962,7.957017965351806
58,-4.258694661803278,6.573742838475281
59,-3.7618667741953735,6.250317557273672
60,-3.6707960504563832,7.220935199009586
61,-5.0632859018981895,6.822631778396294
62,-4.716742727036357,7.088677899338322
63,-4.664778581698637,9.832486368210258
64,-4.47715021333885,6.388069937742863
65,-4.051763423433928,9.20036304838597
66,-5.0703848165527745,8.25863158859183
67,-5.989757674984106,8.94582716247184
68,-2.667488722419044,8.53660600622526
69,-6.811717944125862,8.437962553513632
70,-7.314061101808114,9.80608761143745
71,-5.6317719298722215,9.022273712537146
